"","time","value","age_group","econ_sector","vaccine_group","compartment"
"5396",5,0,"0-4","sector_00","vaccinated","susceptible"
"5397",6,0,"0-4","sector_00","vaccinated","susceptible"
"5398",7,0,"0-4","sector_00","vaccinated","susceptible"
"5399",8,0,"0-4","sector_00","vaccinated","susceptible"
"5400",9,0,"0-4","sector_00","vaccinated","susceptible"
"5401",10,0,"0-4","sector_00","vaccinated","susceptible"
"5402",0,0,"5-19","sector_00","vaccinated","susceptible"
"5403",1,0,"5-19","sector_00","vaccinated","susceptible"
"5404",2,0,"5-19","sector_00","vaccinated","susceptible"
"5405",3,0,"5-19","sector_00","vaccinated","susceptible"
"5406",4,0,"5-19","sector_00","vaccinated","susceptible"
"5407",5,0,"5-19","sector_00","vaccinated","susceptible"
"5408",6,0,"5-19","sector_00","vaccinated","susceptible"
"5409",7,0,"5-19","sector_00","vaccinated","susceptible"
"5410",8,0,"5-19","sector_00","vaccinated","susceptible"
"5411",9,0,"5-19","sector_00","vaccinated","susceptible"
"5412",10,0,"5-19","sector_00","vaccinated","susceptible"
"5413",0,0,"20-64","sector_00","vaccinated","susceptible"
"5414",1,0,"20-64","sector_00","vaccinated","susceptible"
"5415",2,0,"20-64","sector_00","vaccinated","susceptible"
"5416",3,0,"20-64","sector_00","vaccinated","susceptible"
"5417",4,0,"20-64","sector_00","vaccinated","susceptible"
"5418",5,0,"20-64","sector_00","vaccinated","susceptible"
"5419",6,0,"20-64","sector_00","vaccinated","susceptible"
"5420",7,0,"20-64","sector_00","vaccinated","susceptible"
"5421",8,0,"20-64","sector_00","vaccinated","susceptible"
"5422",9,0,"20-64","sector_00","vaccinated","susceptible"
"5423",10,0,"20-64","sector_00","vaccinated","susceptible"
"5424",0,0,"65+","sector_00","vaccinated","susceptible"
"5425",1,0,"65+","sector_00","vaccinated","susceptible"
"5426",2,0,"65+","sector_00","vaccinated","susceptible"
"5427",3,0,"65+","sector_00","vaccinated","susceptible"
"5428",4,0,"65+","sector_00","vaccinated","susceptible"
"5429",5,0,"65+","sector_00","vaccinated","susceptible"
"5430",6,0,"65+","sector_00","vaccinated","susceptible"
"5431",7,0,"65+","sector_00","vaccinated","susceptible"
"5432",8,0,"65+","sector_00","vaccinated","susceptible"
"5433",9,0,"65+","sector_00","vaccinated","susceptible"
"5434",10,0,"65+","sector_00","vaccinated","susceptible"
"5435",0,0,"20-64","sector_01","vaccinated","susceptible"
"5436",1,0,"20-64","sector_01","vaccinated","susceptible"
"5437",2,0,"20-64","sector_01","vaccinated","susceptible"
"5438",3,0,"20-64","sector_01","vaccinated","susceptible"
"5439",4,0,"20-64","sector_01","vaccinated","susceptible"
"5440",5,0,"20-64","sector_01","vaccinated","susceptible"
"5441",6,0,"20-64","sector_01","vaccinated","susceptible"
"5442",7,0,"20-64","sector_01","vaccinated","susceptible"
"5443",8,0,"20-64","sector_01","vaccinated","susceptible"
"5444",9,0,"20-64","sector_01","vaccinated","susceptible"
"5445",10,0,"20-64","sector_01","vaccinated","susceptible"
"5446",0,0,"20-64","sector_02","vaccinated","susceptible"
"5447",1,0,"20-64","sector_02","vaccinated","susceptible"
"5448",2,0,"20-64","sector_02","vaccinated","susceptible"
"5449",3,0,"20-64","sector_02","vaccinated","susceptible"
"5450",4,0,"20-64","sector_02","vaccinated","susceptible"
"5451",5,0,"20-64","sector_02","vaccinated","susceptible"
"5452",6,0,"20-64","sector_02","vaccinated","susceptible"
"5453",7,0,"20-64","sector_02","vaccinated","susceptible"
"5454",8,0,"20-64","sector_02","vaccinated","susceptible"
"5455",9,0,"20-64","sector_02","vaccinated","susceptible"
"5456",10,0,"20-64","sector_02","vaccinated","susceptible"
"5457",0,0,"20-64","sector_03","vaccinated","susceptible"
"5458",1,0,"20-64","sector_03","vaccinated","susceptible"
"5459",2,0,"20-64","sector_03","vaccinated","susceptible"
"5460",3,0,"20-64","sector_03","vaccinated","susceptible"
"5461",4,0,"20-64","sector_03","vaccinated","susceptible"
"5462",5,0,"20-64","sector_03","vaccinated","susceptible"
"5463",6,0,"20-64","sector_03","vaccinated","susceptible"
"5464",7,0,"20-64","sector_03","vaccinated","susceptible"
"5465",8,0,"20-64","sector_03","vaccinated","susceptible"
"5466",9,0,"20-64","sector_03","vaccinated","susceptible"
"5467",10,0,"20-64","sector_03","vaccinated","susceptible"
"5468",0,0,"20-64","sector_04","vaccinated","susceptible"
"5469",1,0,"20-64","sector_04","vaccinated","susceptible"
"5470",2,0,"20-64","sector_04","vaccinated","susceptible"
"5471",3,0,"20-64","sector_04","vaccinated","susceptible"
"5472",4,0,"20-64","sector_04","vaccinated","susceptible"
"5473",5,0,"20-64","sector_04","vaccinated","susceptible"
"5474",6,0,"20-64","sector_04","vaccinated","susceptible"
"5475",7,0,"20-64","sector_04","vaccinated","susceptible"
"5476",8,0,"20-64","sector_04","vaccinated","susceptible"
"5477",9,0,"20-64","sector_04","vaccinated","susceptible"
"5478",10,0,"20-64","sector_04","vaccinated","susceptible"
"5479",0,0,"20-64","sector_05","vaccinated","susceptible"
"5480",1,0,"20-64","sector_05","vaccinated","susceptible"
"5481",2,0,"20-64","sector_05","vaccinated","susceptible"
"5482",3,0,"20-64","sector_05","vaccinated","susceptible"
"5483",4,0,"20-64","sector_05","vaccinated","susceptible"
"5484",5,0,"20-64","sector_05","vaccinated","susceptible"
"5485",6,0,"20-64","sector_05","vaccinated","susceptible"
"5486",7,0,"20-64","sector_05","vaccinated","susceptible"
"5487",8,0,"20-64","sector_05","vaccinated","susceptible"
"5488",9,0,"20-64","sector_05","vaccinated","susceptible"
"5489",10,0,"20-64","sector_05","vaccinated","susceptible"
"5490",0,0,"20-64","sector_06","vaccinated","susceptible"
"5491",1,0,"20-64","sector_06","vaccinated","susceptible"
"5492",2,0,"20-64","sector_06","vaccinated","susceptible"
"5493",3,0,"20-64","sector_06","vaccinated","susceptible"
"5494",4,0,"20-64","sector_06","vaccinated","susceptible"
"5495",5,0,"20-64","sector_06","vaccinated","susceptible"
"5496",6,0,"20-64","sector_06","vaccinated","susceptible"
"5497",7,0,"20-64","sector_06","vaccinated","susceptible"
"5498",8,0,"20-64","sector_06","vaccinated","susceptible"
"5499",9,0,"20-64","sector_06","vaccinated","susceptible"
"5500",10,0,"20-64","sector_06","vaccinated","susceptible"
"5501",0,0,"20-64","sector_07","vaccinated","susceptible"
"5502",1,0,"20-64","sector_07","vaccinated","susceptible"
"5503",2,0,"20-64","sector_07","vaccinated","susceptible"
"5504",3,0,"20-64","sector_07","vaccinated","susceptible"
"5505",4,0,"20-64","sector_07","vaccinated","susceptible"
"5506",5,0,"20-64","sector_07","vaccinated","susceptible"
"5507",6,0,"20-64","sector_07","vaccinated","susceptible"
"5508",7,0,"20-64","sector_07","vaccinated","susceptible"
"5509",8,0,"20-64","sector_07","vaccinated","susceptible"
"5510",9,0,"20-64","sector_07","vaccinated","susceptible"
"5511",10,0,"20-64","sector_07","vaccinated","susceptible"
"5512",0,0,"20-64","sector_08","vaccinated","susceptible"
"5513",1,0,"20-64","sector_08","vaccinated","susceptible"
"5514",2,0,"20-64","sector_08","vaccinated","susceptible"
"5515",3,0,"20-64","sector_08","vaccinated","susceptible"
"5516",4,0,"20-64","sector_08","vaccinated","susceptible"
"5517",5,0,"20-64","sector_08","vaccinated","susceptible"
"5518",6,0,"20-64","sector_08","vaccinated","susceptible"
"5519",7,0,"20-64","sector_08","vaccinated","susceptible"
"5520",8,0,"20-64","sector_08","vaccinated","susceptible"
"5521",9,0,"20-64","sector_08","vaccinated","susceptible"
"5522",10,0,"20-64","sector_08","vaccinated","susceptible"
"5523",0,0,"20-64","sector_09","vaccinated","susceptible"
"5524",1,0,"20-64","sector_09","vaccinated","susceptible"
"5525",2,0,"20-64","sector_09","vaccinated","susceptible"
"5526",3,0,"20-64","sector_09","vaccinated","susceptible"
"5527",4,0,"20-64","sector_09","vaccinated","susceptible"
"5528",5,0,"20-64","sector_09","vaccinated","susceptible"
"5529",6,0,"20-64","sector_09","vaccinated","susceptible"
"5530",7,0,"20-64","sector_09","vaccinated","susceptible"
"5531",8,0,"20-64","sector_09","vaccinated","susceptible"
"5532",9,0,"20-64","sector_09","vaccinated","susceptible"
"5533",10,0,"20-64","sector_09","vaccinated","susceptible"
"5534",0,0,"20-64","sector_10","vaccinated","susceptible"
"5535",1,0,"20-64","sector_10","vaccinated","susceptible"
"5536",2,0,"20-64","sector_10","vaccinated","susceptible"
"5537",3,0,"20-64","sector_10","vaccinated","susceptible"
"5538",4,0,"20-64","sector_10","vaccinated","susceptible"
"5539",5,0,"20-64","sector_10","vaccinated","susceptible"
"5540",6,0,"20-64","sector_10","vaccinated","susceptible"
"5541",7,0,"20-64","sector_10","vaccinated","susceptible"
"5542",8,0,"20-64","sector_10","vaccinated","susceptible"
"5543",9,0,"20-64","sector_10","vaccinated","susceptible"
"5544",10,0,"20-64","sector_10","vaccinated","susceptible"
"5545",0,0,"20-64","sector_11","vaccinated","susceptible"
"5546",1,0,"20-64","sector_11","vaccinated","susceptible"
"5547",2,0,"20-64","sector_11","vaccinated","susceptible"
"5548",3,0,"20-64","sector_11","vaccinated","susceptible"
"5549",4,0,"20-64","sector_11","vaccinated","susceptible"
"5550",5,0,"20-64","sector_11","vaccinated","susceptible"
"5551",6,0,"20-64","sector_11","vaccinated","susceptible"
"5552",7,0,"20-64","sector_11","vaccinated","susceptible"
"5553",8,0,"20-64","sector_11","vaccinated","susceptible"
"5554",9,0,"20-64","sector_11","vaccinated","susceptible"
"5555",10,0,"20-64","sector_11","vaccinated","susceptible"
"5556",0,0,"20-64","sector_12","vaccinated","susceptible"
"5557",1,0,"20-64","sector_12","vaccinated","susceptible"
"5558",2,0,"20-64","sector_12","vaccinated","susceptible"
"5559",3,0,"20-64","sector_12","vaccinated","susceptible"
"5560",4,0,"20-64","sector_12","vaccinated","susceptible"
"5561",5,0,"20-64","sector_12","vaccinated","susceptible"
"5562",6,0,"20-64","sector_12","vaccinated","susceptible"
"5563",7,0,"20-64","sector_12","vaccinated","susceptible"
"5564",8,0,"20-64","sector_12","vaccinated","susceptible"
"5565",9,0,"20-64","sector_12","vaccinated","susceptible"
"5566",10,0,"20-64","sector_12","vaccinated","susceptible"
"5567",0,0,"20-64","sector_13","vaccinated","susceptible"
"5568",1,0,"20-64","sector_13","vaccinated","susceptible"
"5569",2,0,"20-64","sector_13","vaccinated","susceptible"
"5570",3,0,"20-64","sector_13","vaccinated","susceptible"
"5571",4,0,"20-64","sector_13","vaccinated","susceptible"
"5572",5,0,"20-64","sector_13","vaccinated","susceptible"
"5573",6,0,"20-64","sector_13","vaccinated","susceptible"
"5574",7,0,"20-64","sector_13","vaccinated","susceptible"
"5575",8,0,"20-64","sector_13","vaccinated","susceptible"
"5576",9,0,"20-64","sector_13","vaccinated","susceptible"
"5577",10,0,"20-64","sector_13","vaccinated","susceptible"
"5578",0,0,"20-64","sector_14","vaccinated","susceptible"
"5579",1,0,"20-64","sector_14","vaccinated","susceptible"
"5580",2,0,"20-64","sector_14","vaccinated","susceptible"
"5581",3,0,"20-64","sector_14","vaccinated","susceptible"
"5582",4,0,"20-64","sector_14","vaccinated","susceptible"
"5583",5,0,"20-64","sector_14","vaccinated","susceptible"
"5584",6,0,"20-64","sector_14","vaccinated","susceptible"
"5585",7,0,"20-64","sector_14","vaccinated","susceptible"
"5586",8,0,"20-64","sector_14","vaccinated","susceptible"
"5587",9,0,"20-64","sector_14","vaccinated","susceptible"
"5588",10,0,"20-64","sector_14","vaccinated","susceptible"
"5589",0,0,"20-64","sector_15","vaccinated","susceptible"
"5590",1,0,"20-64","sector_15","vaccinated","susceptible"
"5591",2,0,"20-64","sector_15","vaccinated","susceptible"
"5592",3,0,"20-64","sector_15","vaccinated","susceptible"
"5593",4,0,"20-64","sector_15","vaccinated","susceptible"
"5594",5,0,"20-64","sector_15","vaccinated","susceptible"
"5595",6,0,"20-64","sector_15","vaccinated","susceptible"
"5596",7,0,"20-64","sector_15","vaccinated","susceptible"
"5597",8,0,"20-64","sector_15","vaccinated","susceptible"
"5598",9,0,"20-64","sector_15","vaccinated","susceptible"
"5599",10,0,"20-64","sector_15","vaccinated","susceptible"
"5600",0,0,"20-64","sector_16","vaccinated","susceptible"
"5601",1,0,"20-64","sector_16","vaccinated","susceptible"
"5602",2,0,"20-64","sector_16","vaccinated","susceptible"
"5603",3,0,"20-64","sector_16","vaccinated","susceptible"
"5604",4,0,"20-64","sector_16","vaccinated","susceptible"
"5605",5,0,"20-64","sector_16","vaccinated","susceptible"
"5606",6,0,"20-64","sector_16","vaccinated","susceptible"
"5607",7,0,"20-64","sector_16","vaccinated","susceptible"
"5608",8,0,"20-64","sector_16","vaccinated","susceptible"
"5609",9,0,"20-64","sector_16","vaccinated","susceptible"
"5610",10,0,"20-64","sector_16","vaccinated","susceptible"
"5611",0,0,"20-64","sector_17","vaccinated","susceptible"
"5612",1,0,"20-64","sector_17","vaccinated","susceptible"
"5613",2,0,"20-64","sector_17","vaccinated","susceptible"
"5614",3,0,"20-64","sector_17","vaccinated","susceptible"
"5615",4,0,"20-64","sector_17","vaccinated","susceptible"
"5616",5,0,"20-64","sector_17","vaccinated","susceptible"
"5617",6,0,"20-64","sector_17","vaccinated","susceptible"
"5618",7,0,"20-64","sector_17","vaccinated","susceptible"
"5619",8,0,"20-64","sector_17","vaccinated","susceptible"
"5620",9,0,"20-64","sector_17","vaccinated","susceptible"
"5621",10,0,"20-64","sector_17","vaccinated","susceptible"
"5622",0,0,"20-64","sector_18","vaccinated","susceptible"
"5623",1,0,"20-64","sector_18","vaccinated","susceptible"
"5624",2,0,"20-64","sector_18","vaccinated","susceptible"
"5625",3,0,"20-64","sector_18","vaccinated","susceptible"
"5626",4,0,"20-64","sector_18","vaccinated","susceptible"
"5627",5,0,"20-64","sector_18","vaccinated","susceptible"
"5628",6,0,"20-64","sector_18","vaccinated","susceptible"
"5629",7,0,"20-64","sector_18","vaccinated","susceptible"
"5630",8,0,"20-64","sector_18","vaccinated","susceptible"
"5631",9,0,"20-64","sector_18","vaccinated","susceptible"
"5632",10,0,"20-64","sector_18","vaccinated","susceptible"
"5633",0,0,"20-64","sector_19","vaccinated","susceptible"
"5634",1,0,"20-64","sector_19","vaccinated","susceptible"
"5635",2,0,"20-64","sector_19","vaccinated","susceptible"
"5636",3,0,"20-64","sector_19","vaccinated","susceptible"
"5637",4,0,"20-64","sector_19","vaccinated","susceptible"
"5638",5,0,"20-64","sector_19","vaccinated","susceptible"
"5639",6,0,"20-64","sector_19","vaccinated","susceptible"
"5640",7,0,"20-64","sector_19","vaccinated","susceptible"
"5641",8,0,"20-64","sector_19","vaccinated","susceptible"
"5642",9,0,"20-64","sector_19","vaccinated","susceptible"
"5643",10,0,"20-64","sector_19","vaccinated","susceptible"
"5644",0,0,"20-64","sector_20","vaccinated","susceptible"
"5645",1,0,"20-64","sector_20","vaccinated","susceptible"
"5646",2,0,"20-64","sector_20","vaccinated","susceptible"
"5647",3,0,"20-64","sector_20","vaccinated","susceptible"
"5648",4,0,"20-64","sector_20","vaccinated","susceptible"
"5649",5,0,"20-64","sector_20","vaccinated","susceptible"
"5650",6,0,"20-64","sector_20","vaccinated","susceptible"
"5651",7,0,"20-64","sector_20","vaccinated","susceptible"
"5652",8,0,"20-64","sector_20","vaccinated","susceptible"
"5653",9,0,"20-64","sector_20","vaccinated","susceptible"
"5654",10,0,"20-64","sector_20","vaccinated","susceptible"
"5655",0,0,"20-64","sector_21","vaccinated","susceptible"
"5656",1,0,"20-64","sector_21","vaccinated","susceptible"
"5657",2,0,"20-64","sector_21","vaccinated","susceptible"
"5658",3,0,"20-64","sector_21","vaccinated","susceptible"
"5659",4,0,"20-64","sector_21","vaccinated","susceptible"
"5660",5,0,"20-64","sector_21","vaccinated","susceptible"
"5661",6,0,"20-64","sector_21","vaccinated","susceptible"
"5662",7,0,"20-64","sector_21","vaccinated","susceptible"
"5663",8,0,"20-64","sector_21","vaccinated","susceptible"
"5664",9,0,"20-64","sector_21","vaccinated","susceptible"
"5665",10,0,"20-64","sector_21","vaccinated","susceptible"
"5666",0,0,"20-64","sector_22","vaccinated","susceptible"
"5667",1,0,"20-64","sector_22","vaccinated","susceptible"
"5668",2,0,"20-64","sector_22","vaccinated","susceptible"
"5669",3,0,"20-64","sector_22","vaccinated","susceptible"
"5670",4,0,"20-64","sector_22","vaccinated","susceptible"
"5671",5,0,"20-64","sector_22","vaccinated","susceptible"
"5672",6,0,"20-64","sector_22","vaccinated","susceptible"
"5673",7,0,"20-64","sector_22","vaccinated","susceptible"
"5674",8,0,"20-64","sector_22","vaccinated","susceptible"
"5675",9,0,"20-64","sector_22","vaccinated","susceptible"
"5676",10,0,"20-64","sector_22","vaccinated","susceptible"
"5677",0,0,"20-64","sector_23","vaccinated","susceptible"
"5678",1,0,"20-64","sector_23","vaccinated","susceptible"
"5679",2,0,"20-64","sector_23","vaccinated","susceptible"
"5680",3,0,"20-64","sector_23","vaccinated","susceptible"
"5681",4,0,"20-64","sector_23","vaccinated","susceptible"
"5682",5,0,"20-64","sector_23","vaccinated","susceptible"
"5683",6,0,"20-64","sector_23","vaccinated","susceptible"
"5684",7,0,"20-64","sector_23","vaccinated","susceptible"
"5685",8,0,"20-64","sector_23","vaccinated","susceptible"
"5686",9,0,"20-64","sector_23","vaccinated","susceptible"
"5687",10,0,"20-64","sector_23","vaccinated","susceptible"
"5688",0,0,"20-64","sector_24","vaccinated","susceptible"
"5689",1,0,"20-64","sector_24","vaccinated","susceptible"
"5690",2,0,"20-64","sector_24","vaccinated","susceptible"
"5691",3,0,"20-64","sector_24","vaccinated","susceptible"
"5692",4,0,"20-64","sector_24","vaccinated","susceptible"
"5693",5,0,"20-64","sector_24","vaccinated","susceptible"
"5694",6,0,"20-64","sector_24","vaccinated","susceptible"
"5695",7,0,"20-64","sector_24","vaccinated","susceptible"
"5696",8,0,"20-64","sector_24","vaccinated","susceptible"
"5697",9,0,"20-64","sector_24","vaccinated","susceptible"
"5698",10,0,"20-64","sector_24","vaccinated","susceptible"
"5699",0,0,"20-64","sector_25","vaccinated","susceptible"
"5700",1,0,"20-64","sector_25","vaccinated","susceptible"
"5701",2,0,"20-64","sector_25","vaccinated","susceptible"
"5702",3,0,"20-64","sector_25","vaccinated","susceptible"
"5703",4,0,"20-64","sector_25","vaccinated","susceptible"
"5704",5,0,"20-64","sector_25","vaccinated","susceptible"
"5705",6,0,"20-64","sector_25","vaccinated","susceptible"
"5706",7,0,"20-64","sector_25","vaccinated","susceptible"
"5707",8,0,"20-64","sector_25","vaccinated","susceptible"
"5708",9,0,"20-64","sector_25","vaccinated","susceptible"
"5709",10,0,"20-64","sector_25","vaccinated","susceptible"
"5710",0,0,"20-64","sector_26","vaccinated","susceptible"
"5711",1,0,"20-64","sector_26","vaccinated","susceptible"
