"","time","value","age_group","econ_sector","vaccine_group","compartment"
"5031",3,0.000721424317309671,"20-64","sector_13","unvaccinated","new_hosp"
"5032",4,0.000948292433618517,"20-64","sector_13","unvaccinated","new_hosp"
"5033",5,0.00119008050905154,"20-64","sector_13","unvaccinated","new_hosp"
"5034",6,0.00145351118830623,"20-64","sector_13","unvaccinated","new_hosp"
"5035",7,0.00174389633055095,"20-64","sector_13","unvaccinated","new_hosp"
"5036",8,0.00206597941668894,"20-64","sector_13","unvaccinated","new_hosp"
"5037",9,0.00242441640633246,"20-64","sector_13","unvaccinated","new_hosp"
"5038",10,0.00282406447633767,"20-64","sector_13","unvaccinated","new_hosp"
"5039",0,0,"20-64","sector_14","unvaccinated","new_hosp"
"5040",1,0.000150989189240198,"20-64","sector_14","unvaccinated","new_hosp"
"5041",2,0.000281728459651295,"20-64","sector_14","unvaccinated","new_hosp"
"5042",3,0.000407161825816229,"20-64","sector_14","unvaccinated","new_hosp"
"5043",4,0.000536035483353084,"20-64","sector_14","unvaccinated","new_hosp"
"5044",5,0.000673841814775577,"20-64","sector_14","unvaccinated","new_hosp"
"5045",6,0.000824406364794978,"20-64","sector_14","unvaccinated","new_hosp"
"5046",7,0.000990752607231437,"20-64","sector_14","unvaccinated","new_hosp"
"5047",8,0.00117558164767215,"20-64","sector_14","unvaccinated","new_hosp"
"5048",9,0.00138154654776353,"20-64","sector_14","unvaccinated","new_hosp"
"5049",10,0.00161141743248107,"20-64","sector_14","unvaccinated","new_hosp"
"5050",0,0,"20-64","sector_15","unvaccinated","new_hosp"
"5051",1,0.00010730702912735,"20-64","sector_15","unvaccinated","new_hosp"
"5052",2,0.000200356063605347,"20-64","sector_15","unvaccinated","new_hosp"
"5053",3,0.00028978594936858,"20-64","sector_15","unvaccinated","new_hosp"
"5054",4,0.000381751887268098,"20-64","sector_15","unvaccinated","new_hosp"
"5055",5,0.000480051963522419,"20-64","sector_15","unvaccinated","new_hosp"
"5056",6,0.000587279085742804,"20-64","sector_15","unvaccinated","new_hosp"
"5057",7,0.000705450490422098,"20-64","sector_15","unvaccinated","new_hosp"
"5058",8,0.000836356717496379,"20-64","sector_15","unvaccinated","new_hosp"
"5059",9,0.000981759971792207,"20-64","sector_15","unvaccinated","new_hosp"
"5060",10,0.00114351194605381,"20-64","sector_15","unvaccinated","new_hosp"
"5061",0,0,"20-64","sector_16","unvaccinated","new_hosp"
"5062",1,0.000504754677133055,"20-64","sector_16","unvaccinated","new_hosp"
"5063",2,0.000941857007883227,"20-64","sector_16","unvaccinated","new_hosp"
"5064",3,0.00136052340946518,"20-64","sector_16","unvaccinated","new_hosp"
"5065",4,0.00178893303161864,"20-64","sector_16","unvaccinated","new_hosp"
"5066",5,0.00224435459820358,"20-64","sector_16","unvaccinated","new_hosp"
"5067",6,0.00273856488431105,"20-64","sector_16","unvaccinated","new_hosp"
"5068",7,0.00328076665200229,"20-64","sector_16","unvaccinated","new_hosp"
"5069",8,0.00387917947728897,"20-64","sector_16","unvaccinated","new_hosp"
"5070",9,0.00454192824516448,"20-64","sector_16","unvaccinated","new_hosp"
"5071",10,0.00527756254852952,"20-64","sector_16","unvaccinated","new_hosp"
"5072",0,0,"20-64","sector_17","unvaccinated","new_hosp"
"5073",1,0.000187921775445597,"20-64","sector_17","unvaccinated","new_hosp"
"5074",2,0.000351141669340727,"20-64","sector_17","unvaccinated","new_hosp"
"5075",3,0.000508447398715095,"20-64","sector_17","unvaccinated","new_hosp"
"5076",4,0.000670775174440137,"20-64","sector_17","unvaccinated","new_hosp"
"5077",5,0.000844969217702623,"20-64","sector_17","unvaccinated","new_hosp"
"5078",6,0.00103579931452714,"20-64","sector_17","unvaccinated","new_hosp"
"5079",7,0.00124705399113915,"20-64","sector_17","unvaccinated","new_hosp"
"5080",8,0.00148214281199766,"20-64","sector_17","unvaccinated","new_hosp"
"5081",9,0.00174443828072267,"20-64","sector_17","unvaccinated","new_hosp"
"5082",10,0.00203748026857602,"20-64","sector_17","unvaccinated","new_hosp"
"5083",0,0,"20-64","sector_18","unvaccinated","new_hosp"
"5084",1,0.000130705814811209,"20-64","sector_18","unvaccinated","new_hosp"
"5085",2,0.000244917086010535,"20-64","sector_18","unvaccinated","new_hosp"
"5086",3,0.000356043765891794,"20-64","sector_18","unvaccinated","new_hosp"
"5087",4,0.000471864900639725,"20-64","sector_18","unvaccinated","new_hosp"
"5088",5,0.000597238684463578,"20-64","sector_18","unvaccinated","new_hosp"
"5089",6,0.000735553041520462,"20-64","sector_18","unvaccinated","new_hosp"
"5090",7,0.000889509489557311,"20-64","sector_18","unvaccinated","new_hosp"
"5091",8,0.00106155390419952,"20-64","sector_18","unvaccinated","new_hosp"
"5092",9,0.00125412054928357,"20-64","sector_18","unvaccinated","new_hosp"
"5093",10,0.00146977789134605,"20-64","sector_18","unvaccinated","new_hosp"
"5094",0,0,"20-64","sector_19","unvaccinated","new_hosp"
"5095",1,0.000304262565959993,"20-64","sector_19","unvaccinated","new_hosp"
"5096",2,0.000569470654771713,"20-64","sector_19","unvaccinated","new_hosp"
"5097",3,0.000826401330354554,"20-64","sector_19","unvaccinated","new_hosp"
"5098",4,0.00109274813448039,"20-64","sector_19","unvaccinated","new_hosp"
"5099",5,0.00137936961175172,"20-64","sector_19","unvaccinated","new_hosp"
"5100",6,0.00169366229762597,"20-64","sector_19","unvaccinated","new_hosp"
"5101",7,0.00204139596811809,"20-64","sector_19","unvaccinated","new_hosp"
"5102",8,0.00242772575347139,"20-64","sector_19","unvaccinated","new_hosp"
"5103",9,0.00285776414857295,"20-64","sector_19","unvaccinated","new_hosp"
"5104",10,0.00333691897202623,"20-64","sector_19","unvaccinated","new_hosp"
"5105",0,0,"20-64","sector_20","unvaccinated","new_hosp"
"5106",1,0.000260792545630994,"20-64","sector_20","unvaccinated","new_hosp"
"5107",2,0.00048858908963705,"20-64","sector_20","unvaccinated","new_hosp"
"5108",3,0.000709634687900192,"20-64","sector_20","unvaccinated","new_hosp"
"5109",4,0.000938768834847997,"20-64","sector_20","unvaccinated","new_hosp"
"5110",5,0.00118499023520193,"20-64","sector_20","unvaccinated","new_hosp"
"5111",6,0.00145441167742337,"20-64","sector_20","unvaccinated","new_hosp"
"5112",7,0.00175183640968826,"20-64","sector_20","unvaccinated","new_hosp"
"5113",8,0.00208160802111407,"20-64","sector_20","unvaccinated","new_hosp"
"5114",9,0.0024480792955799,"20-64","sector_20","unvaccinated","new_hosp"
"5115",10,0.00285588316851301,"20-64","sector_20","unvaccinated","new_hosp"
"5116",0,0,"20-64","sector_21","unvaccinated","new_hosp"
"5117",1,0.00021738605754365,"20-64","sector_21","unvaccinated","new_hosp"
"5118",2,0.000404571573111058,"20-64","sector_21","unvaccinated","new_hosp"
"5119",3,0.000582558091520585,"20-64","sector_21","unvaccinated","new_hosp"
"5120",4,0.000763686896801847,"20-64","sector_21","unvaccinated","new_hosp"
"5121",5,0.000955729977444204,"20-64","sector_21","unvaccinated","new_hosp"
"5122",6,0.001164101464418,"20-64","sector_21","unvaccinated","new_hosp"
"5123",7,0.00139306625820899,"20-64","sector_21","unvaccinated","new_hosp"
"5124",8,0.00164641246568045,"20-64","sector_21","unvaccinated","new_hosp"
"5125",9,0.00192783692004958,"20-64","sector_21","unvaccinated","new_hosp"
"5126",10,0.00224117752136617,"20-64","sector_21","unvaccinated","new_hosp"
"5127",0,0,"20-64","sector_22","unvaccinated","new_hosp"
"5128",1,0.000496473422366137,"20-64","sector_22","unvaccinated","new_hosp"
"5129",2,0.000929292584073472,"20-64","sector_22","unvaccinated","new_hosp"
"5130",3,0.001348932258346,"20-64","sector_22","unvaccinated","new_hosp"
"5131",4,0.00178473201134865,"20-64","sector_22","unvaccinated","new_hosp"
"5132",5,0.00225503472923209,"20-64","sector_22","unvaccinated","new_hosp"
"5133",6,0.00277262320040496,"20-64","sector_22","unvaccinated","new_hosp"
"5134",7,0.00334766415735234,"20-64","sector_22","unvaccinated","new_hosp"
"5135",8,0.00398932993410497,"20-64","sector_22","unvaccinated","new_hosp"
"5136",9,0.00470671924797423,"20-64","sector_22","unvaccinated","new_hosp"
"5137",10,0.00550940829708075,"20-64","sector_22","unvaccinated","new_hosp"
"5138",0,0,"20-64","sector_23","unvaccinated","new_hosp"
"5139",1,0.000234698743696302,"20-64","sector_23","unvaccinated","new_hosp"
"5140",2,0.000439317358330865,"20-64","sector_23","unvaccinated","new_hosp"
"5141",3,0.000637616603154237,"20-64","sector_23","unvaccinated","new_hosp"
"5142",4,0.000843252923927615,"20-64","sector_23","unvaccinated","new_hosp"
"5143",5,0.0010646055563443,"20-64","sector_23","unvaccinated","new_hosp"
"5144",6,0.00130738182869518,"20-64","sector_23","unvaccinated","new_hosp"
"5145",7,0.00157603444889532,"20-64","sector_23","unvaccinated","new_hosp"
"5146",8,0.0018745429468142,"20-64","sector_23","unvaccinated","new_hosp"
"5147",9,0.00220685521304238,"20-64","sector_23","unvaccinated","new_hosp"
"5148",10,0.00257714831644661,"20-64","sector_23","unvaccinated","new_hosp"
"5149",0,0,"20-64","sector_24","unvaccinated","new_hosp"
"5150",1,0.000305649830405086,"20-64","sector_24","unvaccinated","new_hosp"
"5151",2,0.000572387638287363,"20-64","sector_24","unvaccinated","new_hosp"
"5152",3,0.00083087140804815,"20-64","sector_24","unvaccinated","new_hosp"
"5153",4,0.00109845662528511,"20-64","sector_24","unvaccinated","new_hosp"
"5154",5,0.00138567765355856,"20-64","sector_24","unvaccinated","new_hosp"
"5155",6,0.001699692075876,"20-64","sector_24","unvaccinated","new_hosp"
"5156",7,0.00204611997954355,"20-64","sector_24","unvaccinated","new_hosp"
"5157",8,0.00243003671017479,"20-64","sector_24","unvaccinated","new_hosp"
"5158",9,0.00285652121848445,"20-64","sector_24","unvaccinated","new_hosp"
"5159",10,0.003330973305404,"20-64","sector_24","unvaccinated","new_hosp"
"5160",0,0,"20-64","sector_25","unvaccinated","new_hosp"
"5161",1,0.00369471949909852,"20-64","sector_25","unvaccinated","new_hosp"
"5162",2,0.0068494903037454,"20-64","sector_25","unvaccinated","new_hosp"
"5163",3,0.00980954704128796,"20-64","sector_25","unvaccinated","new_hosp"
"5164",4,0.0127801582961114,"20-64","sector_25","unvaccinated","new_hosp"
"5165",5,0.0158918464914023,"20-64","sector_25","unvaccinated","new_hosp"
"5166",6,0.0192358817634157,"20-64","sector_25","unvaccinated","new_hosp"
"5167",7,0.0228838441500228,"20-64","sector_25","unvaccinated","new_hosp"
"5168",8,0.0268986165802171,"20-64","sector_25","unvaccinated","new_hosp"
"5169",9,0.0313407565282392,"20-64","sector_25","unvaccinated","new_hosp"
"5170",10,0.0362723748109662,"20-64","sector_25","unvaccinated","new_hosp"
"5171",0,0,"20-64","sector_26","unvaccinated","new_hosp"
"5172",1,0.00771806692775081,"20-64","sector_26","unvaccinated","new_hosp"
"5173",2,0.014623382756771,"20-64","sector_26","unvaccinated","new_hosp"
"5174",3,0.0215843859594735,"20-64","sector_26","unvaccinated","new_hosp"
"5175",4,0.0290986399476778,"20-64","sector_26","unvaccinated","new_hosp"
"5176",5,0.0374773651204295,"20-64","sector_26","unvaccinated","new_hosp"
"5177",6,0.0469423568987985,"20-64","sector_26","unvaccinated","new_hosp"
"5178",7,0.0576772544814065,"20-64","sector_26","unvaccinated","new_hosp"
"5179",8,0.0698550953103797,"20-64","sector_26","unvaccinated","new_hosp"
"5180",9,0.0836536241237455,"20-64","sector_26","unvaccinated","new_hosp"
"5181",10,0.0992643553549445,"20-64","sector_26","unvaccinated","new_hosp"
"5182",0,0,"20-64","sector_27","unvaccinated","new_hosp"
"5183",1,0.00125639722871244,"20-64","sector_27","unvaccinated","new_hosp"
"5184",2,0.00235974154506795,"20-64","sector_27","unvaccinated","new_hosp"
"5185",3,0.00344083094866201,"20-64","sector_27","unvaccinated","new_hosp"
"5186",4,0.00457427590792609,"20-64","sector_27","unvaccinated","new_hosp"
"5187",5,0.00580559670611948,"20-64","sector_27","unvaccinated","new_hosp"
"5188",6,0.00716577497795664,"20-64","sector_27","unvaccinated","new_hosp"
"5189",7,0.00867912166917432,"20-64","sector_27","unvaccinated","new_hosp"
"5190",8,0.0103675847158052,"20-64","sector_27","unvaccinated","new_hosp"
"5191",9,0.0122531650188425,"20-64","sector_27","unvaccinated","new_hosp"
"5192",10,0.0143593345743201,"20-64","sector_27","unvaccinated","new_hosp"
"5193",0,0,"20-64","sector_28","unvaccinated","new_hosp"
"5194",1,2.36784102311469e-05,"20-64","sector_28","unvaccinated","new_hosp"
"5195",2,4.40663625447814e-05,"20-64","sector_28","unvaccinated","new_hosp"
"5196",3,6.34248399066572e-05,"20-64","sector_28","unvaccinated","new_hosp"
"5197",4,8.30608566572181e-05,"20-64","sector_28","unvaccinated","new_hosp"
"5198",5,0.000103782394900013,"20-64","sector_28","unvaccinated","new_hosp"
"5199",6,0.000126143042195563,"20-64","sector_28","unvaccinated","new_hosp"
"5200",7,0.000150574569615942,"20-64","sector_28","unvaccinated","new_hosp"
"5201",8,0.00017745977447832,"20-64","sector_28","unvaccinated","new_hosp"
"5202",9,0.000207173526776552,"20-64","sector_28","unvaccinated","new_hosp"
"5203",10,0.000240106977144022,"20-64","sector_28","unvaccinated","new_hosp"
"5204",0,0,"20-64","sector_29","unvaccinated","new_hosp"
"5205",1,0.000125038638928995,"20-64","sector_29","unvaccinated","new_hosp"
"5206",2,0.000234018297728349,"20-64","sector_29","unvaccinated","new_hosp"
"5207",3,0.000339612577098514,"20-64","sector_29","unvaccinated","new_hosp"
"5208",4,0.00044917600378208,"20-64","sector_29","unvaccinated","new_hosp"
"5209",5,0.000567304619740833,"20-64","sector_29","unvaccinated","new_hosp"
"5210",6,0.00069720603111319,"20-64","sector_29","unvaccinated","new_hosp"
"5211",7,0.000841439182270319,"20-64","sector_29","unvaccinated","new_hosp"
"5212",8,0.00100232040711819,"20-64","sector_29","unvaccinated","new_hosp"
"5213",9,0.00118215309230339,"20-64","sector_29","unvaccinated","new_hosp"
"5214",10,0.00138336465039529,"20-64","sector_29","unvaccinated","new_hosp"
"5215",0,0,"20-64","sector_30","unvaccinated","new_hosp"
"5216",1,0.000652335192527914,"20-64","sector_30","unvaccinated","new_hosp"
"5217",2,0.00122832460529455,"20-64","sector_30","unvaccinated","new_hosp"
"5218",3,0.00179769151508659,"20-64","sector_30","unvaccinated","new_hosp"
"5219",4,0.00240058778338042,"20-64","sector_30","unvaccinated","new_hosp"
"5220",5,0.00306203687199311,"20-64","sector_30","unvaccinated","new_hosp"
"5221",6,0.0037996007248845,"20-64","sector_30","unvaccinated","new_hosp"
"5222",7,0.00462748360273207,"20-64","sector_30","unvaccinated","new_hosp"
"5223",8,0.00555876438865636,"20-64","sector_30","unvaccinated","new_hosp"
"5224",9,0.00660664925363694,"20-64","sector_30","unvaccinated","new_hosp"
"5225",10,0.00778521579513306,"20-64","sector_30","unvaccinated","new_hosp"
"5226",0,0,"20-64","sector_31","unvaccinated","new_hosp"
"5227",1,0.000435437112968831,"20-64","sector_31","unvaccinated","new_hosp"
"5228",2,0.000823046241018332,"20-64","sector_31","unvaccinated","new_hosp"
"5229",3,0.00121057046146525,"20-64","sector_31","unvaccinated","new_hosp"
"5230",4,0.0016249661235966,"20-64","sector_31","unvaccinated","new_hosp"
"5231",5,0.00208260252104284,"20-64","sector_31","unvaccinated","new_hosp"
"5232",6,0.00259468599659405,"20-64","sector_31","unvaccinated","new_hosp"
"5233",7,0.00317015961867445,"20-64","sector_31","unvaccinated","new_hosp"
"5234",8,0.00381727098552235,"20-64","sector_31","unvaccinated","new_hosp"
"5235",9,0.00454444083188414,"20-64","sector_31","unvaccinated","new_hosp"
"5236",10,0.00536076850387247,"20-64","sector_31","unvaccinated","new_hosp"
"5237",0,0,"20-64","sector_32","unvaccinated","new_hosp"
"5238",1,0.00352237057273628,"20-64","sector_32","unvaccinated","new_hosp"
"5239",2,0.00668870140340124,"20-64","sector_32","unvaccinated","new_hosp"
"5240",3,0.00989269317143076,"20-64","sector_32","unvaccinated","new_hosp"
"5241",4,0.0133513558831463,"20-64","sector_32","unvaccinated","new_hosp"
"5242",5,0.017194888149841,"20-64","sector_32","unvaccinated","new_hosp"
"5243",6,0.0215131963268166,"20-64","sector_32","unvaccinated","new_hosp"
"5244",7,0.0263799826387183,"20-64","sector_32","unvaccinated","new_hosp"
"5245",8,0.031865308408773,"20-64","sector_32","unvaccinated","new_hosp"
"5246",9,0.0380423012249677,"20-64","sector_32","unvaccinated","new_hosp"
"5247",10,0.0449909427208192,"20-64","sector_32","unvaccinated","new_hosp"
"5248",0,0,"20-64","sector_33","unvaccinated","new_hosp"
"5249",1,0.000565616100104902,"20-64","sector_33","unvaccinated","new_hosp"
"5250",2,0.00105968862747818,"20-64","sector_33","unvaccinated","new_hosp"
"5251",3,0.00154005476718153,"20-64","sector_33","unvaccinated","new_hosp"
"5252",4,0.00204021829692744,"20-64","sector_33","unvaccinated","new_hosp"
"5253",5,0.00258110388345477,"20-64","sector_33","unvaccinated","new_hosp"
"5254",6,0.00317733406948332,"20-64","sector_33","unvaccinated","new_hosp"
"5255",7,0.00384061109739256,"20-64","sector_33","unvaccinated","new_hosp"
"5256",8,0.00458156871960994,"20-64","sector_33","unvaccinated","new_hosp"
"5257",9,0.00541081724713447,"20-64","sector_33","unvaccinated","new_hosp"
"5258",10,0.00633956593505657,"20-64","sector_33","unvaccinated","new_hosp"
"5259",0,0,"20-64","sector_34","unvaccinated","new_hosp"
"5260",1,0.00034273741347556,"20-64","sector_34","unvaccinated","new_hosp"
"5261",2,0.000641523074436632,"20-64","sector_34","unvaccinated","new_hosp"
"5262",3,0.000931198064832408,"20-64","sector_34","unvaccinated","new_hosp"
"5263",4,0.00123201504525077,"20-64","sector_34","unvaccinated","new_hosp"
"5264",5,0.00155663601657386,"20-64","sector_34","unvaccinated","new_hosp"
"5265",6,0.00191388481228348,"20-64","sector_34","unvaccinated","new_hosp"
"5266",7,0.00231077921703519,"20-64","sector_34","unvaccinated","new_hosp"
"5267",8,0.00275365034438688,"20-64","sector_34","unvaccinated","new_hosp"
"5268",9,0.00324877824066114,"20-64","sector_34","unvaccinated","new_hosp"
"5269",10,0.00380277230846358,"20-64","sector_34","unvaccinated","new_hosp"
"5270",0,0,"20-64","sector_35","unvaccinated","new_hosp"
"5271",1,0.00131200209816041,"20-64","sector_35","unvaccinated","new_hosp"
"5272",2,0.0024496177752429,"20-64","sector_35","unvaccinated","new_hosp"
"5273",3,0.00354289787381314,"20-64","sector_35","unvaccinated","new_hosp"
"5274",4,0.00466708959309798,"20-64","sector_35","unvaccinated","new_hosp"
"5275",5,0.00586862725949479,"20-64","sector_35","unvaccinated","new_hosp"
"5276",6,0.00717921194743184,"20-64","sector_35","unvaccinated","new_hosp"
"5277",7,0.00862350601659905,"20-64","sector_35","unvaccinated","new_hosp"
"5278",8,0.0102233988912992,"20-64","sector_35","unvaccinated","new_hosp"
"5279",9,0.0120004319262117,"20-64","sector_35","unvaccinated","new_hosp"
"5280",10,0.0139772388138488,"20-64","sector_35","unvaccinated","new_hosp"
"5281",0,0,"20-64","sector_36","unvaccinated","new_hosp"
"5282",1,0.00169399138170541,"20-64","sector_36","unvaccinated","new_hosp"
"5283",2,0.00318203766996357,"20-64","sector_36","unvaccinated","new_hosp"
"5284",3,0.0046381752420132,"20-64","sector_36","unvaccinated","new_hosp"
"5285",4,0.00616012587408018,"20-64","sector_36","unvaccinated","new_hosp"
"5286",5,0.00780684745396101,"20-64","sector_36","unvaccinated","new_hosp"
"5287",6,0.00961837330401168,"20-64","sector_36","unvaccinated","new_hosp"
"5288",7,0.0116263323933573,"20-64","sector_36","unvaccinated","new_hosp"
"5289",8,0.0138595816395309,"20-64","sector_36","unvaccinated","new_hosp"
"5290",9,0.0163472900826738,"20-64","sector_36","unvaccinated","new_hosp"
"5291",10,0.0191207099494469,"20-64","sector_36","unvaccinated","new_hosp"
"5292",0,0,"20-64","sector_37","unvaccinated","new_hosp"
"5293",1,0.000861682110843101,"20-64","sector_37","unvaccinated","new_hosp"
"5294",2,0.00162237047665841,"20-64","sector_37","unvaccinated","new_hosp"
"5295",3,0.00237393664374513,"20-64","sector_37","unvaccinated","new_hosp"
"5296",4,0.00316927155224568,"20-64","sector_37","unvaccinated","new_hosp"
"5297",5,0.0040414243378766,"20-64","sector_37","unvaccinated","new_hosp"
"5298",6,0.00501372790846312,"20-64","sector_37","unvaccinated","new_hosp"
"5299",7,0.00610519768871736,"20-64","sector_37","unvaccinated","new_hosp"
"5300",8,0.00733345599413235,"20-64","sector_37","unvaccinated","new_hosp"
"5301",9,0.00871636682566496,"20-64","sector_37","unvaccinated","new_hosp"
"5302",10,0.010273004986735,"20-64","sector_37","unvaccinated","new_hosp"
"5303",0,0,"20-64","sector_38","unvaccinated","new_hosp"
"5304",1,0.00424118637029069,"20-64","sector_38","unvaccinated","new_hosp"
"5305",2,0.00796264657259996,"20-64","sector_38","unvaccinated","new_hosp"
"5306",3,0.0116067081560468,"20-64","sector_38","unvaccinated","new_hosp"
"5307",4,0.0154291229829167,"20-64","sector_38","unvaccinated","new_hosp"
"5308",5,0.0195893948207297,"20-64","sector_38","unvaccinated","new_hosp"
"5309",6,0.024198968838545,"20-64","sector_38","unvaccinated","new_hosp"
"5310",7,0.0293471730559718,"20-64","sector_38","unvaccinated","new_hosp"
"5311",8,0.0351154151094932,"20-64","sector_38","unvaccinated","new_hosp"
"5312",9,0.0415851930088931,"20-64","sector_38","unvaccinated","new_hosp"
"5313",10,0.0488428691094054,"20-64","sector_38","unvaccinated","new_hosp"
"5314",0,0,"20-64","sector_39","unvaccinated","new_hosp"
"5315",1,0.00441171923883676,"20-64","sector_39","unvaccinated","new_hosp"
"5316",2,0.00831174265718774,"20-64","sector_39","unvaccinated","new_hosp"
"5317",3,0.0121711604556845,"20-64","sector_39","unvaccinated","new_hosp"
"5318",4,0.0162571884402112,"20-64","sector_39","unvaccinated","new_hosp"
"5319",5,0.0207323277152552,"20-64","sector_39","unvaccinated","new_hosp"
"5320",6,0.0257073634279072,"20-64","sector_39","unvaccinated","new_hosp"
"5321",7,0.0312698621340864,"20-64","sector_39","unvaccinated","new_hosp"
"5322",8,0.037499677228248,"20-64","sector_39","unvaccinated","new_hosp"
"5323",9,0.0444775910967808,"20-64","sector_39","unvaccinated","new_hosp"
"5324",10,0.0522903639684135,"20-64","sector_39","unvaccinated","new_hosp"
"5325",0,0,"20-64","sector_40","unvaccinated","new_hosp"
"5326",1,0.00220865920675912,"20-64","sector_40","unvaccinated","new_hosp"
"5327",2,0.00415313949700034,"20-64","sector_40","unvaccinated","new_hosp"
"5328",3,0.00606221364773613,"20-64","sector_40","unvaccinated","new_hosp"
"5329",4,0.00806401991868684,"20-64","sector_40","unvaccinated","new_hosp"
"5330",5,0.0102357427877767,"20-64","sector_40","unvaccinated","new_hosp"
"5331",6,0.0126298087533547,"20-64","sector_40","unvaccinated","new_hosp"
"5332",7,0.0152877443822698,"20-64","sector_40","unvaccinated","new_hosp"
"5333",8,0.0182475756105511,"20-64","sector_40","unvaccinated","new_hosp"
"5334",9,0.0215478681528334,"20-64","sector_40","unvaccinated","new_hosp"
"5335",10,0.0252300423979022,"20-64","sector_40","unvaccinated","new_hosp"
"5336",0,0,"20-64","sector_41","unvaccinated","new_hosp"
"5337",1,0.00430722004092364,"20-64","sector_41","unvaccinated","new_hosp"
"5338",2,0.00820496964951863,"20-64","sector_41","unvaccinated","new_hosp"
"5339",3,0.0121995440533563,"20-64","sector_41","unvaccinated","new_hosp"
"5340",4,0.0165820534798066,"20-64","sector_41","unvaccinated","new_hosp"
"5341",5,0.0215383768453435,"20-64","sector_41","unvaccinated","new_hosp"
"5342",6,0.0272060751640014,"20-64","sector_41","unvaccinated","new_hosp"
"5343",7,0.0337040527149403,"20-64","sector_41","unvaccinated","new_hosp"
"5344",8,0.0411482933443278,"20-64","sector_41","unvaccinated","new_hosp"
"5345",9,0.0496605501778834,"20-64","sector_41","unvaccinated","new_hosp"
"5346",10,0.0593735336687083,"20-64","sector_41","unvaccinated","new_hosp"
"5347",0,0,"20-64","sector_42","unvaccinated","new_hosp"
"5348",1,0.00640226366077001,"20-64","sector_42","unvaccinated","new_hosp"
"5349",2,0.0121084269906138,"20-64","sector_42","unvaccinated","new_hosp"
"5350",3,0.0178282318912535,"20-64","sector_42","unvaccinated","new_hosp"
"5351",4,0.023968735631635,"20-64","sector_42","unvaccinated","new_hosp"
"5352",5,0.0307841015052658,"20-64","sector_42","unvaccinated","new_hosp"
"5353",6,0.0384545147744675,"20-64","sector_42","unvaccinated","new_hosp"
"5354",7,0.0471280701840299,"20-64","sector_42","unvaccinated","new_hosp"
"5355",8,0.0569433606423264,"20-64","sector_42","unvaccinated","new_hosp"
"5356",9,0.0680420604411198,"20-64","sector_42","unvaccinated","new_hosp"
"5357",10,0.0805763780822834,"20-64","sector_42","unvaccinated","new_hosp"
"5358",0,0,"20-64","sector_43","unvaccinated","new_hosp"
"5359",1,0.00145818235570876,"20-64","sector_43","unvaccinated","new_hosp"
"5360",2,0.00276472820171494,"20-64","sector_43","unvaccinated","new_hosp"
"5361",3,0.00408355002995927,"20-64","sector_43","unvaccinated","new_hosp"
"5362",4,0.00550689696043485,"20-64","sector_43","unvaccinated","new_hosp"
"5363",5,0.00709081283690636,"20-64","sector_43","unvaccinated","new_hosp"
"5364",6,0.00887390176775447,"20-64","sector_43","unvaccinated","new_hosp"
"5365",7,0.0108873055850163,"20-64","sector_43","unvaccinated","new_hosp"
"5366",8,0.013160067585863,"20-64","sector_43","unvaccinated","new_hosp"
"5367",9,0.0157220889088471,"20-64","sector_43","unvaccinated","new_hosp"
"5368",10,0.0186058443728348,"20-64","sector_43","unvaccinated","new_hosp"
"5369",0,0,"20-64","sector_44","unvaccinated","new_hosp"
"5370",1,0.00139519779677849,"20-64","sector_44","unvaccinated","new_hosp"
"5371",2,0.0026006857664471,"20-64","sector_44","unvaccinated","new_hosp"
"5372",3,0.00375138933123785,"20-64","sector_44","unvaccinated","new_hosp"
"5373",4,0.00492484310732229,"20-64","sector_44","unvaccinated","new_hosp"
"5374",5,0.0061687173038467,"20-64","sector_44","unvaccinated","new_hosp"
"5375",6,0.00751557506115721,"20-64","sector_44","unvaccinated","new_hosp"
"5376",7,0.00899083922220574,"20-64","sector_44","unvaccinated","new_hosp"
"5377",8,0.0106171488264323,"20-64","sector_44","unvaccinated","new_hosp"
"5378",9,0.012416800591732,"20-64","sector_44","unvaccinated","new_hosp"
"5379",10,0.0144131809517507,"20-64","sector_44","unvaccinated","new_hosp"
"5380",0,0,"20-64","sector_45","unvaccinated","new_hosp"
"5381",1,9.33472211118764e-05,"20-64","sector_45","unvaccinated","new_hosp"
"5382",2,0.000173384691380946,"20-64","sector_45","unvaccinated","new_hosp"
"5383",3,0.000248979751332166,"20-64","sector_45","unvaccinated","new_hosp"
"5384",4,0.000325372569013724,"20-64","sector_45","unvaccinated","new_hosp"
"5385",5,0.000405877882072011,"20-64","sector_45","unvaccinated","new_hosp"
"5386",6,0.000492808085680489,"20-64","sector_45","unvaccinated","new_hosp"
"5387",7,0.000587979880994086,"20-64","sector_45","unvaccinated","new_hosp"
"5388",8,0.000692997565724447,"20-64","sector_45","unvaccinated","new_hosp"
"5389",9,0.000809416321446351,"20-64","sector_45","unvaccinated","new_hosp"
"5390",10,0.000938841092961351,"20-64","sector_45","unvaccinated","new_hosp"
"5391",0,0,"0-4","sector_00","vaccinated","susceptible"
"5392",1,0,"0-4","sector_00","vaccinated","susceptible"
"5393",2,0,"0-4","sector_00","vaccinated","susceptible"
"5394",3,0,"0-4","sector_00","vaccinated","susceptible"
"5395",4,0,"0-4","sector_00","vaccinated","susceptible"
